Player,Equipa,Agente,Rounds,R2.0,ACS,KD,KAST,ADR,KPR,APR,FKPR,FDPR,HS%,CL%,CL,KMax,K,D,A,FK,FD,Campeonato
Derrek,EG,"Fade, Sova, Skye",280,0.99,183.2,0.95,68.0,124.6,0.66,0.27,0.05,0.04,33.0,20%,8/40,26,184,194,76,13,12,americas_s1_2024
tuyz,LOUD,"Viper, Omen, Brimstone",261,0.99,166.3,0.91,70.0,110.9,0.6,0.35,0.06,0.07,33.0,13%,5/39,17,157,172,92,15,17,americas_s1_2024
Xeppaa,C9,"Sage, Skye, Kayo",383,0.99,190.3,0.93,77.0,124.1,0.65,0.48,0.07,0.07,27.0,21%,6/28,26,248,268,183,28,27,americas_s1_2024
cauanzin,LOUD,"Sova, Breach, Kayo",261,0.98,201.8,0.95,74.0,129.9,0.69,0.32,0.1,0.08,27.0,18%,3/17,21,179,189,84,26,20,americas_s1_2024
moose,C9,"Killjoy, Cypher",383,0.98,176.5,1.04,72.0,120.3,0.63,0.19,0.07,0.06,24.0,14%,9/65,21,243,233,71,25,23,americas_s1_2024
JonahP,G2,"Viper, Kayo, Breach",584,0.96,183.6,0.89,74.0,118.9,0.61,0.45,0.05,0.09,27.0,10%,7/67,20,356,401,262,32,51,americas_s1_2024
Victor,NRG,"Cypher, Raze, Brimstone",260,0.96,212.9,1.01,67.0,139.4,0.75,0.17,0.12,0.09,27.0,,0/19,30,195,193,44,31,24,americas_s1_2024
Marved,NRG,"Viper, Omen, Cypher",260,0.94,189.6,0.93,67.0,125.3,0.65,0.24,0.08,0.11,28.0,27%,9/33,21,170,182,63,22,28,americas_s1_2024
jawgemo,EG,"Raze, Jett",280,0.93,217.4,0.94,63.0,146.2,0.73,0.15,0.16,0.14,20.0,14%,3/21,29,205,218,41,46,40,americas_s1_2024
frz,MIBR,"Killjoy, Cypher, Viper",200,0.93,186.1,0.84,65.0,126.4,0.65,0.21,0.08,0.14,26.0,14%,6/42,25,130,155,42,16,27,americas_s1_2024
tex,LEV,"Killjoy, Cypher, Sage",544,0.93,184.8,0.97,71.0,122.4,0.65,0.17,0.11,0.12,35.0,12%,6/49,25,352,363,95,59,63,americas_s1_2024
Demon1,NRG,"Jett, Raze, Brimstone",260,0.92,204.4,0.91,71.0,139.6,0.7,0.2,0.16,0.17,36.0,12%,3/26,21,182,199,52,42,44,americas_s1_2024
Sacy,SEN,"Gekko, Skye, Fade",289,0.91,161.9,0.9,71.0,111.0,0.58,0.3,0.06,0.07,32.0,12%,4/33,22,168,187,86,18,21,americas_s1_2024
supamen,EG,"Omen, Viper",280,0.89,184.2,0.87,69.0,122.5,0.64,0.29,0.11,0.11,37.0,7%,2/30,23,180,208,82,31,32,americas_s1_2024
saadhak,LOUD,"Kayo, Sova, Breach",261,0.89,193.2,0.84,67.0,130.9,0.62,0.34,0.09,0.13,26.0,13%,3/23,23,163,194,88,23,34,americas_s1_2024
icy,G2,"Raze, Gekko, Yoru",584,0.88,187.0,0.89,68.0,125.3,0.66,0.19,0.14,0.15,26.0,15%,7/47,26,385,434,110,81,90,americas_s1_2024
artzin,MIBR,"Jett, Raze, Sage",200,0.88,204.2,0.82,62.0,137.0,0.7,0.19,0.14,0.18,26.0,11%,2/18,20,139,170,37,27,35,americas_s1_2024
jzz,MIBR,"Sova, Skye, Raze",200,0.87,196.2,0.83,66.0,135.7,0.68,0.2,0.14,0.11,32.0,19%,5/27,19,136,164,40,28,22,americas_s1_2024
C0M,LEV,"Sova, Viper, Fade",544,0.86,160.8,0.8,71.0,109.2,0.54,0.29,0.09,0.07,22.0,15%,8/53,22,293,368,158,49,40,americas_s1_2024
Klaus,KRÜ,"Viper, Gekko, Sova",420,0.85,177.7,0.82,73.0,116.7,0.59,0.29,0.11,0.08,25.0,15%,4/27,18,249,302,121,48,34,americas_s1_2024
Apoth,EG,"Cypher, Harbor, Astra",280,0.85,174.5,0.84,61.0,119.0,0.6,0.21,0.11,0.15,37.0,17%,5/30,22,168,201,58,31,42,americas_s1_2024
Khalil,FUR,"Omen, Killjoy, Cypher",224,0.85,164.4,0.77,69.0,112.4,0.57,0.25,0.04,0.09,29.0,21%,8/39,17,127,164,56,9,20,americas_s1_2024
vanity,C9,"Viper, Omen, Brimstone",383,0.83,163.9,0.79,73.0,107.3,0.57,0.38,0.08,0.1,22.0,15%,6/40,20,217,275,144,30,39,americas_s1_2024
RgLMeister,MIBR,"Harbor, Omen, Brimstone",200,0.81,156.2,0.73,64.0,105.6,0.57,0.28,0.06,0.04,27.0,19%,5/27,21,114,157,56,12,8,americas_s1_2024
Boostio,100T,"Killjoy, Gekko, Cypher",457,0.80,169.5,0.87,70.0,110.7,0.61,0.21,0.09,0.12,24.0,26%,6/23,22,278,318,94,39,56,americas_s1_2024
mwzera,FUR,"Raze, Omen, Jett",224,0.78,191.5,0.77,63.0,125.1,0.66,0.21,0.1,0.17,20.0,,0/17,23,148,191,46,22,39,americas_s1_2024
Quick,LOUD,"Jett, Phoenix, Raze",261,0.77,172.8,0.79,61.0,111.9,0.6,0.11,0.15,0.2,23.0,6%,1/17,19,156,198,28,40,53,americas_s1_2024
havoc,FUR,"Killjoy, Gekko, Kayo",224,0.73,178.3,0.72,59.0,124.4,0.61,0.17,0.13,0.22,39.0,23%,5/22,20,136,188,37,28,49,americas_s1_2024
kon4n,FUR,"Viper, Kayo",224,0.70,154.4,0.69,64.0,102.2,0.53,0.25,0.07,0.13,27.0,13%,4/32,14,118,172,55,16,29,americas_s1_2024
mazin,MIBR,"Viper, Kayo, Skye",200,0.62,127.6,0.55,61.0,83.9,0.42,0.35,0.04,0.09,26.0,10%,3/31,12,84,154,70,7,18,americas_s1_2024
Jemkin,RRQ,"Jett, Raze",244,1.17,236.4,1.26,75.0,151.5,0.85,0.13,0.14,0.16,33.0,13%,3/23,26,208,165,31,33,39,pacific_s1_2024
MaKo,DRX,"Viper, Omen",372,1.16,216.8,1.19,76.0,147.2,0.76,0.35,0.09,0.09,31.0,15%,5/33,21,281,237,130,34,35,pacific_s1_2024
BeYN,DRX,"Omen, Sova, Yoru",372,1.15,199.7,1.16,79.0,132.2,0.73,0.39,0.05,0.06,29.0,19%,8/43,25,270,233,144,20,22,pacific_s1_2024
Laz,ZETA,"Chamber, Killjoy, Viper",299,1.14,212.8,1.16,71.0,142.0,0.76,0.15,0.15,0.08,26.0,4%,2/50,22,227,196,46,44,24,pacific_s1_2024
t3xture,GEN,"Raze, Jett, Omen",627,1.14,235.3,1.2,72.0,153.7,0.84,0.17,0.21,0.13,27.0,17%,10/59,28,526,437,107,130,84,pacific_s1_2024
something,PRX,"Jett, Reyna, Gekko",494,1.14,229.9,1.22,76.0,145.5,0.82,0.22,0.2,0.12,27.0,13%,4/30,25,406,334,109,99,61,pacific_s1_2024
d4v41,PRX,"Skye, Killjoy, Omen",494,1.13,210.8,1.17,81.0,136.3,0.74,0.42,0.09,0.06,31.0,10%,5/50,22,364,311,206,43,29,pacific_s1_2024
invy,TS,"Breach, Viper, Kayo",382,1.12,206.8,1.05,77.0,137.2,0.74,0.49,0.06,0.05,34.0,13%,5/39,25,282,268,188,24,18,pacific_s1_2024
sScary,BLD,"Omen, Brimstone, Harbor",294,1.12,220.4,1.11,75.0,143.3,0.78,0.33,0.09,0.07,25.0,11%,5/45,26,228,206,96,27,21,pacific_s1_2024
JitBoyS,TLN,"Omen, Harbor, Viper",339,1.10,199.4,1.09,73.0,134.3,0.73,0.34,0.08,0.08,37.0,22%,11/49,29,246,226,114,28,27,pacific_s1_2024
Jinggg,PRX,"Raze, Sage",494,1.10,234.3,1.17,77.0,154.4,0.81,0.24,0.13,0.09,21.0,18%,7/38,24,402,345,119,65,45,pacific_s1_2024
Dep,ZETA,"Phoenix, Jett, Neon",299,1.08,234.6,1.1,72.0,152.4,0.82,0.22,0.15,0.15,28.0,25%,5/20,29,245,222,66,44,46,pacific_s1_2024
Jremy,TS,"Raze, Jett",382,1.08,247.3,1.12,75.0,158.0,0.82,0.2,0.23,0.24,22.0,20%,7/35,30,315,282,78,89,92,pacific_s1_2024
Foxy9,DRX,"Cypher, Killjoy",372,1.08,191.4,1.17,74.0,126.4,0.72,0.21,0.07,0.08,32.0,22%,13/60,24,269,229,77,27,29,pacific_s1_2024
Lmemore,RRQ,"Sova, Skye, Fade",244,1.07,221.6,1.05,67.0,149.3,0.79,0.23,0.11,0.11,35.0,14%,3/22,30,192,183,56,26,27,pacific_s1_2024
mindfreak,PRX,"Omen, Brimstone, Viper",494,1.06,193.3,1.12,77.0,126.3,0.7,0.37,0.05,0.06,32.0,10%,7/73,26,347,309,181,27,31,pacific_s1_2024
f0rsakeN,PRX,"Cypher, Harbor, Kayo",494,1.06,195.5,1.11,78.0,131.1,0.72,0.35,0.08,0.11,32.0,17%,7/42,25,354,319,174,39,56,pacific_s1_2024
Munchkin,GEN,"Viper, Kayo, Skye",627,1.06,195.5,1.02,74.0,129.5,0.66,0.44,0.07,0.1,25.0,23%,18/78,22,411,402,278,41,61,pacific_s1_2024
Rossy,T1,"Viper, Kayo, Skye",531,1.06,201.2,1.0,74.0,132.2,0.69,0.4,0.07,0.08,26.0,17%,13/75,22,369,370,215,39,40,pacific_s1_2024
Lightningfast,GE,"Omen, Sage, Viper",302,1.05,209.1,1.01,72.0,137.1,0.72,0.37,0.09,0.08,33.0,15%,4/27,24,217,214,113,26,24,pacific_s1_2024
Karon,GEN,"Omen, Viper, Brimstone",627,1.04,188.6,1.02,73.0,119.5,0.67,0.42,0.07,0.08,30.0,14%,9/65,25,420,412,263,42,49,pacific_s1_2024
SugarZ3ro,ZETA,"Omen, Viper, Astra",299,1.03,194.3,1.01,77.0,121.9,0.69,0.43,0.05,0.07,33.0,15%,4/27,24,205,202,130,16,22,pacific_s1_2024
yuran,ZETA,"Viper, Gekko, Sova",299,1.03,202.7,1.0,68.0,138.6,0.68,0.32,0.07,0.09,27.0,17%,6/36,19,204,204,95,20,27,pacific_s1_2024
BuZz,DRX,"Raze, Jett",372,1.02,230.8,1.07,73.0,147.4,0.78,0.15,0.18,0.19,23.0,14%,3/22,25,290,271,54,67,70,pacific_s1_2024
Meiy,DFM,"Raze, Yoru",284,1.02,238.3,1.04,67.0,155.2,0.83,0.16,0.19,0.18,26.0,8%,1/12,29,236,227,45,54,52,pacific_s1_2024
BORKUM,TS,"Omen, Viper",382,1.01,186.8,0.97,72.0,120.6,0.66,0.32,0.08,0.05,23.0,21%,9/43,19,251,258,124,29,21,pacific_s1_2024
xffero,RRQ,"Cypher, Killjoy",244,0.99,200.6,1.05,70.0,127.8,0.71,0.14,0.09,0.08,31.0,15%,4/26,23,174,166,33,23,19,pacific_s1_2024
JessieVash,TS,"Sova, Skye, Breach",382,0.99,191.2,0.99,70.0,128.7,0.68,0.31,0.07,0.06,27.0,14%,6/43,26,259,262,119,26,24,pacific_s1_2024
blaZek1ng,GE,"Sova, Viper, Omen",302,0.98,194.2,0.96,71.0,131.1,0.66,0.28,0.12,0.07,30.0,11%,5/45,22,200,208,84,36,21,pacific_s1_2024
ban,TLN,"Viper, Skye, Kayo",339,0.98,207.8,1.05,66.0,137.0,0.75,0.24,0.13,0.12,33.0,7%,2/30,26,254,243,81,43,40,pacific_s1_2024
Polvi,GE,"Raze, Jett, Gekko",302,0.98,211.8,0.98,70.0,141.1,0.73,0.2,0.18,0.17,22.0,13%,3/23,22,220,224,59,55,51,pacific_s1_2024
Russ,GE,"Gekko, Kayo, Fade",302,0.98,192.3,0.99,72.0,124.1,0.7,0.31,0.08,0.09,41.0,24%,7/29,21,210,212,95,25,27,pacific_s1_2024
Meteor,GEN,"Killjoy, Cypher, Jett",627,0.97,210.7,1.02,68.0,141.0,0.74,0.17,0.13,0.09,32.0,9%,6/69,24,467,456,105,82,55,pacific_s1_2024
stax,DRX,"Fade, Kayo, Sova",372,0.96,173.9,0.88,73.0,109.1,0.58,0.48,0.08,0.1,26.0,11%,3/28,17,216,246,180,30,38,pacific_s1_2024
xccurate,T1,"Chamber, Harbor, Killjoy",531,0.96,186.3,1.0,70.0,123.3,0.7,0.17,0.08,0.09,27.0,10%,7/69,21,372,371,91,41,47,pacific_s1_2024
Governor,TLN,"Raze, Jett, Neon",339,0.95,199.2,1.0,68.0,133.3,0.71,0.15,0.16,0.17,24.0,20%,6/30,22,239,240,52,55,56,pacific_s1_2024
lenne,TLN,"Sova, Gekko, Fade",91,0.95,177.3,0.83,75.0,112.4,0.57,0.45,0.09,0.07,18.0,6%,1/16,15,52,63,41,8,6,pacific_s1_2024
Sayaplayer,T1,"Raze, Jett, Neon",531,0.94,209.7,0.96,70.0,139.0,0.73,0.17,0.17,0.16,26.0,14%,8/56,25,390,407,90,92,86,pacific_s1_2024
Zest,BLD,"Fade, Gekko, Sova",294,0.94,175.6,0.9,69.0,116.6,0.62,0.26,0.05,0.07,26.0,11%,4/36,24,181,202,76,16,21,pacific_s1_2024
Lakia,GEN,"Fade, Sova, Gekko",627,0.92,169.1,0.86,73.0,116.7,0.58,0.36,0.05,0.08,26.0,13%,9/67,19,361,419,227,33,49,pacific_s1_2024
Surf,TLN,"Killjoy, Viper, Cypher",248,0.92,169.6,0.9,68.0,119.2,0.59,0.19,0.08,0.07,38.0,10%,2/20,23,146,163,46,20,17,pacific_s1_2024
iZu,T1,"Omen, Skye, Yoru",531,0.91,184.7,0.88,70.0,121.3,0.65,0.34,0.09,0.12,27.0,24%,13/55,26,347,395,180,49,64,pacific_s1_2024
Crws,TLN,"Fade, Gekko, Kayo",339,0.90,159.4,0.86,69.0,108.0,0.56,0.27,0.04,0.07,26.0,16%,6/37,23,190,221,92,15,23,pacific_s1_2024
NDG,TS,"Cypher, Killjoy",382,0.90,186.4,0.92,70.0,122.7,0.66,0.23,0.1,0.05,24.0,7%,4/55,22,254,277,87,37,21,pacific_s1_2024
Anthem,DFM,"Kayo, Fade, Gekko",284,0.90,159.0,0.81,69.0,109.3,0.56,0.36,0.04,0.08,25.0,13%,5/38,20,160,197,101,12,22,pacific_s1_2024
Medusa,DFM,"Viper, Omen",284,0.90,187.2,0.87,71.0,122.2,0.63,0.27,0.1,0.13,31.0,8%,3/39,19,178,204,78,29,38,pacific_s1_2024
carpe,T1,"Fade, Gekko, Sova",531,0.89,169.4,0.85,72.0,112.5,0.61,0.33,0.06,0.08,26.0,8%,4/53,24,322,380,173,33,40,pacific_s1_2024
Benkai,GE,"Viper, Killjoy, Cypher",302,0.89,166.4,0.89,69.0,118.4,0.59,0.16,0.06,0.07,24.0,2%,1/47,20,177,200,49,17,20,pacific_s1_2024
Retla,BLD,"Viper, Cypher, Killjoy",294,0.87,163.9,0.89,73.0,108.1,0.57,0.2,0.05,0.07,25.0,14%,5/37,16,169,189,60,16,22,pacific_s1_2024
SSeeS,DFM,"Omen, Viper",284,0.86,151.1,0.78,70.0,97.5,0.55,0.34,0.05,0.06,31.0,10%,4/39,18,155,198,97,13,17,pacific_s1_2024
Estrella,RRQ,"Viper, Omen",204,0.84,157.4,0.79,75.0,105.8,0.54,0.39,0.05,0.07,27.0,9%,3/32,15,110,140,79,11,14,pacific_s1_2024
Deryeon,BLD,"Killjoy, Breach, Kayo",294,0.84,170.2,0.8,72.0,112.2,0.59,0.27,0.08,0.09,30.0,3%,1/37,18,173,217,80,24,27,pacific_s1_2024
yay,BLD,"Raze, Jett, Yoru",294,0.83,190.4,0.83,67.0,126.2,0.64,0.17,0.19,0.22,23.0,25%,4/16,20,187,225,49,55,66,pacific_s1_2024
neth,DFM,"Cypher, Killjoy",284,0.82,160.9,0.79,66.0,108.5,0.57,0.2,0.06,0.11,24.0,12%,5/41,23,162,204,56,16,32,pacific_s1_2024
hiroronn,ZETA,"Sova, Kayo, Gekko",299,0.81,164.6,0.76,73.0,104.1,0.56,0.39,0.06,0.12,32.0,16%,5/31,20,167,220,116,19,37,pacific_s1_2024
fl1pzjder,RRQ,"Yoru, Viper, Gekko",244,0.80,156.2,0.74,66.0,108.0,0.54,0.29,0.08,0.12,27.0,22%,6/27,23,132,178,70,20,29,pacific_s1_2024
2GE,RRQ,"Omen, Viper",40,0.69,122.0,0.7,68.0,81.6,0.48,0.1,0.0,0.08,29.0,,0/6,10,19,27,4,0,3,pacific_s1_2024
N4RRATE,KC,"Gekko, Fade, Raze",157,1.29,245.7,1.27,73.0,163.7,0.84,0.41,0.12,0.1,26.0,21%,4/19,27,132,104,65,19,16,masters_madrid_2024
Less,LOUD,"Viper, Cypher",250,1.22,213.2,1.32,80.0,155.1,0.78,0.32,0.09,0.08,30.0,3%,1/35,27,195,148,80,23,20,masters_madrid_2024
tuyz,LOUD,"Harbor, Viper, Omen",250,1.21,190.4,1.29,74.0,128.0,0.74,0.32,0.05,0.05,30.0,11%,4/37,22,186,144,80,13,12,masters_madrid_2024
RieNs,TH,"Gekko, Sova, Breach",130,1.17,230.3,1.14,78.0,157.3,0.79,0.34,0.11,0.05,36.0,,0/22,22,103,90,44,14,7,masters_madrid_2024
MiniBoo,TH,"Neon, Yoru, Raze",130,1.17,245.0,1.24,77.0,153.6,0.88,0.28,0.17,0.14,31.0,25%,3/12,25,114,92,37,22,18,masters_madrid_2024
zekken,SEN,"Raze, Jett",421,1.15,259.5,1.21,74.0,167.1,0.9,0.21,0.23,0.19,22.0,17%,5/30,32,381,314,90,96,81,masters_madrid_2024
johnqt,SEN,"Viper, Cypher, Killjoy",421,1.12,198.1,1.17,79.0,130.9,0.7,0.28,0.09,0.04,24.0,18%,14/80,21,293,251,117,36,18,masters_madrid_2024
TenZ,SEN,"Omen, Gekko, Kayo",421,1.07,208.2,1.05,77.0,131.2,0.75,0.54,0.09,0.08,29.0,27%,8/30,25,314,300,226,36,32,masters_madrid_2024
ZmjjKK,EDG,"Raze, Kayo, Jett",154,1.07,252.0,1.08,69.0,164.3,0.88,0.25,0.19,0.11,25.0,14%,2/14,30,135,125,39,29,17,masters_madrid_2024
Munchkin,GEN,"Kayo, Viper",328,1.07,189.6,1.09,71.0,125.5,0.67,0.4,0.06,0.08,22.0,13%,7/54,19,220,201,131,20,27,masters_madrid_2024
benjyfishy,TH,"Killjoy, Cypher, Viper",130,1.06,216.8,1.12,72.0,140.4,0.78,0.23,0.11,0.09,29.0,13%,2/15,24,101,90,30,14,12,masters_madrid_2024
something,PRX,"Gekko, Reyna, Jett",366,1.06,212.6,1.08,70.0,136.6,0.75,0.22,0.15,0.11,25.0,14%,6/42,24,274,254,79,54,42,masters_madrid_2024
Meteor,GEN,"Killjoy, Yoru, Jett",328,1.06,230.0,1.14,73.0,152.0,0.82,0.19,0.12,0.13,29.0,13%,3/24,22,268,236,61,40,41,masters_madrid_2024
Karon,GEN,"Viper, Astra, Omen",328,1.06,207.3,1.06,74.0,140.4,0.74,0.36,0.1,0.06,29.0,16%,7/45,20,242,229,119,32,19,masters_madrid_2024
cauanzin,LOUD,"Sova, Breach",250,1.05,223.3,1.1,74.0,143.1,0.78,0.29,0.1,0.1,25.0,7%,1/15,22,195,178,72,24,25,masters_madrid_2024
f0rsakeN,PRX,"Kayo, Harbor, Yoru",366,1.04,216.5,1.02,69.0,140.4,0.75,0.36,0.12,0.1,30.0,20%,5/25,25,273,268,132,44,38,masters_madrid_2024
MAGNUM,KC,"Killjoy, Fade, Skye",157,1.04,195.1,1.0,69.0,129.3,0.68,0.29,0.1,0.08,23.0,7%,1/15,18,106,106,45,15,13,masters_madrid_2024
t3xture,GEN,"Jett, Raze",328,1.03,224.1,1.07,71.0,144.3,0.8,0.16,0.16,0.13,24.0,17%,4/23,22,264,246,53,54,41,masters_madrid_2024
marteen,KC,"Jett, Raze, Yoru",157,1.03,214.6,1.02,73.0,138.4,0.75,0.2,0.16,0.18,24.0,13%,1/8,29,118,116,32,25,29,masters_madrid_2024
Autumn,FPX,"Jett, Raze, Phoenix",86,1.03,231.8,0.96,69.0,154.5,0.79,0.19,0.22,0.08,28.0,33%,2/6,25,68,71,16,19,7,masters_madrid_2024
Smoggy,EDG,"Kayo, Raze, Breach",154,1.02,194.4,0.99,73.0,127.9,0.71,0.36,0.09,0.06,29.0,11%,4/35,19,110,111,56,14,9,masters_madrid_2024
saadhak,LOUD,"Killjoy, Kayo, Sova",250,1.01,191.3,0.99,73.0,128.1,0.65,0.38,0.09,0.13,17.0,17%,4/23,21,162,163,94,22,33,masters_madrid_2024
Life,FPX,"Reyna, Chamber, Jett",86,1.00,230.8,1.04,64.0,157.6,0.83,0.12,0.15,0.15,39.0,33%,3/9,25,71,68,10,13,13,masters_madrid_2024
d4v41,PRX,"Sage, Fade, Viper",366,0.98,182.3,0.9,70.0,121.5,0.64,0.39,0.04,0.05,28.0,13%,8/62,25,234,259,143,16,17,masters_madrid_2024
Zellsis,SEN,"Killjoy, Kayo, Brimstone",421,0.98,188.4,0.93,72.0,121.9,0.62,0.41,0.06,0.08,19.0,14%,6/43,21,263,282,172,26,34,masters_madrid_2024
sh1n,KC,"Sage, Omen, Astra",157,0.96,178.0,0.98,81.0,109.9,0.64,0.36,0.06,0.06,30.0,11%,3/28,21,101,103,56,9,10,masters_madrid_2024
Quick,LOUD,"Jett, Yoru, Phoenix",250,0.94,218.5,1.03,67.0,140.6,0.77,0.16,0.16,0.15,31.0,19%,3/16,27,193,187,39,41,38,masters_madrid_2024
Sacy,SEN,"Fade, Gekko, Skye",421,0.93,173.8,0.86,73.0,113.6,0.59,0.4,0.06,0.09,24.0,10%,5/49,23,249,289,169,25,38,masters_madrid_2024
CHICHOO,EDG,"Cypher, Brimstone, Viper",154,0.89,169.0,0.81,66.0,119.6,0.6,0.23,0.07,0.07,29.0,,0/23,23,93,115,36,11,11,masters_madrid_2024
nobody,EDG,"Sova, Skye",154,0.88,173.1,0.82,66.0,124.1,0.6,0.26,0.07,0.16,33.0,11%,2/18,20,92,112,40,11,25,masters_madrid_2024
Monyet,PRX,"Omen, Raze, Astra",366,0.87,199.6,0.87,66.0,129.9,0.68,0.3,0.12,0.17,24.0,19%,7/36,24,250,289,110,45,64,masters_madrid_2024
Boo,TH,"Omen, Astra",130,0.87,162.3,0.87,68.0,104.4,0.61,0.36,0.04,0.12,32.0,12%,2/17,15,79,91,47,5,16,masters_madrid_2024
mindfreak,PRX,"Viper, Brimstone, Omen",366,0.84,162.8,0.84,66.0,108.4,0.59,0.23,0.03,0.1,37.0,4%,2/49,21,217,258,83,12,35,masters_madrid_2024
Haodong,EDG,"Omen, Cypher, Viper",154,0.80,152.3,0.72,69.0,110.2,0.54,0.27,0.06,0.1,27.0,36%,4/11,19,83,115,41,10,16,masters_madrid_2024
Lakia,GEN,"Gekko, Sova, Skye",328,0.80,153.1,0.78,68.0,104.1,0.54,0.27,0.06,0.09,24.0,32%,9/28,19,177,228,87,21,31,masters_madrid_2024
Lysoar,FPX,Viper,86,0.79,152.8,0.72,57.0,110.8,0.51,0.2,0.06,0.05,30.0,,0/17,15,44,61,17,5,4,masters_madrid_2024
paTiTek,TH,"Viper, Kayo",130,0.76,149.8,0.65,71.0,100.1,0.47,0.48,0.09,0.08,16.0,,0/7,14,61,94,63,12,10,masters_madrid_2024
tomaszy,KC,"Viper, Omen, Fade",157,0.75,138.7,0.66,63.0,98.5,0.46,0.29,0.04,0.09,32.0,27%,4/15,15,73,110,46,7,14,masters_madrid_2024
BerLIN,FPX,"Omen, Harbor, Astra",86,0.72,150.0,0.7,65.0,99.0,0.53,0.31,0.13,0.13,36.0,8%,1/12,14,46,66,27,11,11,masters_madrid_2024
AAAAY,FPX,"Gekko, Sova",86,0.71,161.0,0.69,66.0,112.1,0.56,0.27,0.01,0.02,31.0,7%,1/14,15,48,70,23,1,2,masters_madrid_2024
mwzera,FUR,Jett,90,1.24,237.0,1.21,71.0,156.1,0.82,0.19,0.18,0.17,25.0,8%,1/12,24,74,61,17,16,15,americas_kickoff_2024
aspas,LEV,"Raze, Reyna, Jett",186,1.21,242.1,1.23,73.0,162.5,0.85,0.2,0.15,0.13,28.0,25%,7/28,31,158,128,37,27,25,americas_kickoff_2024
Less,LOUD,Viper,271,1.20,213.3,1.25,76.0,142.9,0.76,0.25,0.08,0.07,31.0,12%,5/43,24,205,164,69,22,19,americas_kickoff_2024
keznit,KRÜ,"Jett, Chamber",110,1.14,251.2,1.25,68.0,165.8,0.91,0.14,0.23,0.1,35.0,,0/14,31,100,80,15,25,11,americas_kickoff_2024
zekken,SEN,"Raze, Jett",432,1.14,249.0,1.21,72.0,161.8,0.86,0.2,0.22,0.16,25.0,9%,2/22,31,373,307,86,93,70,americas_kickoff_2024
supamen,EG,"Omen, Viper",110,1.12,190.6,1.0,72.0,124.6,0.65,0.31,0.11,0.08,33.0,21%,4/19,22,72,72,34,12,9,americas_kickoff_2024
Victor,NRG,"Cypher, Killjoy, Raze",157,1.11,211.0,1.24,74.0,140.3,0.76,0.19,0.11,0.11,25.0,20%,3/15,22,120,97,30,17,17,americas_kickoff_2024
tuyz,LOUD,"Omen, Brimstone, Harbor",271,1.10,190.8,1.11,75.0,127.8,0.68,0.47,0.05,0.04,31.0,21%,11/52,19,183,165,128,14,10,americas_kickoff_2024
Derrek,EG,"Fade, Gekko, Sova",110,1.10,219.0,1.11,69.0,140.2,0.76,0.17,0.12,0.05,37.0,18%,4/22,22,84,76,19,13,5,americas_kickoff_2024
TenZ,SEN,"Omen, Yoru, Kayo",432,1.10,212.9,1.11,76.0,139.8,0.75,0.42,0.13,0.09,26.0,8%,3/38,30,323,290,180,54,39,americas_kickoff_2024
Shyy,KRÜ,"Killjoy, Viper",110,1.09,190.4,1.1,69.0,140.1,0.69,0.22,0.05,0.06,23.0,54%,7/13,19,76,69,24,6,7,americas_kickoff_2024
leaf,G2,"Jett, Raze, Yoru",300,1.08,237.3,1.16,69.0,155.0,0.81,0.19,0.2,0.21,28.0,20%,2/10,26,244,211,56,59,63,americas_kickoff_2024
vanity,C9,"Skye, Viper, Gekko",162,1.07,198.6,1.03,76.0,132.2,0.69,0.34,0.06,0.08,22.0,23%,5/22,23,112,109,55,10,13,americas_kickoff_2024
Demon1,NRG,"Jett, Omen",157,1.06,215.3,1.08,71.0,145.6,0.76,0.15,0.2,0.17,33.0,7%,1/14,24,119,110,24,32,26,americas_kickoff_2024
Zellsis,SEN,"Viper, Kayo, Killjoy",432,1.06,195.1,1.05,77.0,123.9,0.68,0.41,0.08,0.07,17.0,16%,9/58,19,292,277,179,36,32,americas_kickoff_2024
trent,G2,Viper,300,1.05,197.0,1.0,74.0,136.7,0.67,0.29,0.07,0.09,29.0,20%,8/41,22,200,200,87,22,26,americas_kickoff_2024
RgLMeister,MIBR,"Brimstone, Astra, Omen",274,1.05,187.8,1.05,77.0,129.3,0.68,0.4,0.04,0.05,30.0,16%,6/37,23,185,176,109,10,14,americas_kickoff_2024
johnqt,SEN,"Cypher, Killjoy, Viper",432,1.04,187.5,1.1,75.0,123.0,0.66,0.27,0.06,0.06,26.0,21%,13/62,19,284,258,116,27,27,americas_kickoff_2024
Sacy,SEN,"Skye, Sova, Fade",432,1.04,200.2,0.99,74.0,134.9,0.66,0.45,0.07,0.06,26.0,21%,9/42,24,285,288,194,29,25,americas_kickoff_2024
kiNgg,LEV,"Viper, Breach, Kayo",186,1.04,207.4,1.05,73.0,136.2,0.73,0.3,0.03,0.07,31.0,15%,4/27,22,136,129,55,6,13,americas_kickoff_2024
Cryocells,100T,"Brimstone, Astra, Jett",120,1.03,206.3,1.13,70.0,137.3,0.78,0.17,0.11,0.12,25.0,40%,4/10,21,94,83,20,13,14,americas_kickoff_2024
Apoth,EG,"Cypher, Killjoy",110,1.03,217.0,1.08,61.0,153.7,0.77,0.2,0.07,0.19,33.0,13%,1/8,21,85,79,22,8,21,americas_kickoff_2024
